id,Tweet_english,Cos_Sim
827,gravitas  from vietnam to iraq and now afghanistan joebidens career is a series of foreign policy flops the ,1
828,gravitas  a pakistani lawmaker says the taliban has promised to help pakistan in capturing kashmir meanwhile p ,1
829,"a representative for the ukrainian foreign ministry rejected the claim that an evacuation jet was hijacked in kabul
 ",1
830,gravitas  the taliban are appointing ministers and mayors even before revealing the makeup of the new regime re ,1
831,"panjshir heres all you need to know about the valley of resistance

panjshir afghanistan taliban ",1
832,gravitas  crowds continue to swell at kabul airport even the former chief of the afghan army was seen waiting in ,1
833,"inpics  times have changed pictures of afghan women before taliban rule go viral

saveafghanwomen

",1
834,with the taliban warning the us of consequences if the august  deadline for evacuation process is delayed the ,1
835,"taliban will help pakistan conquer kashmir says leader of imran khans party watch video

",1
836,inpics  as the taliban take over afghanistan and decide to implement the sharia law also known as the islamic l ,1
837,the biden administrations plan of withdrawing all american personnel out of afghanistan by august  has not chang ,1
838,france says one of the five afghans who were evacuated from kabul to paris has been detained on suspected links t ,1
839,"breaking  president joe biden to stick to august  afghanistan pullout deadline us media reports

for more upda ",1
840,from taliban refusing to extend the evacuation deadline to india raising the issue of pakistanbased terror groups ,1
841,according to the australian broadcasting corporation the country has evacuated more than  female afghan athletes ,1
842,spreading a message of solidarity and peace the afghanistan flag was carried during the opening ceremony of the ,1
843,"on gravitas with palkisu

 what a taliban government will look like

 indias kashmir worries

 bidens ut ",1
844,"can the west meet the talibans deadline to exit kabul

the afghanistan crisis  top focus on gravitas tonight ",1
845,us president joebiden and other g leaders to hold virtual meet to discuss evacuation efforts in afghanistan as ,1
846,"taliban spokesman zabihullah mujahid says the august  deadline for kabul evacuations will not be extended

muja ",1
847,as countries expedite the evacuation process following the taliban takeover wion is the only channel bringing grou ,1
848,as citizens fly out of afghanistan fearing the taliban rule wion is the only channel bringing ground reports from ,1
849,the taliban according to zabihullah mujahid are no longer allowing afghan people to travel to kabul airport due t ,1
850,china hints at stepping up financial aid to talibancontrolled afghanistan after imf and the us block the groups a ,1
851,so far india has managed to evacuate over  people amid the deteriorating security situation at kabul airport ,1
852,i believe that were dealing with all these issues in afghanistan because of pakistan says afghanistans famous ,1
853,"emergency g summit on afghanistan

g meet on afghan pullout deadline

afghan evacuation on war footing

g le ",1
854,iran resumes fuel exports to afghanistan after taliban asked tehran to open borders as gasoline price had risen to ,1
855,thousands flown out of kabul in the past  hours as part of a multigovernment airlift operation to guide afghans ,1
856,exclusive  chaotic scenes at the kabul international airport amid desperate efforts to airlift thousands out of t ,1
857,we hope that the territory of afghanistan is not allowed to be used by terror groups such as lashkaretaiba and j ,1
858,afghanistans acting president amrullahsaleh says the taliban are abducting children and the elderly and using t ,1
859,"pakistan instructing taliban training fighters

afghan pop star aryana sayeed blames pakistan for taliban take ",1
860,"key g meeting on afghanistan today

focus on aug  deadline extension

uk france germany urge for extension

o ",1
861,a mother gives birth midair another runs out of food as she tries to flee afghanistan  million afghan women ,1
862,"afghanistans minority at risk of repression

un human rights council held a special session on afghanistan it a ",1
